pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
111,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,990,2,120,RST,1526344333,206,7.40E-05,7.40E-05,0,,,7.40E-05,7.40E-05,7.40E-05,,,,,1,1,60,60,13513.5127,0,0,1,Reconnaissance,Service_Scan
112,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,144,2,120,RST,1526344333,207,7.40E-05,7.40E-05,0,,,7.40E-05,7.40E-05,7.40E-05,,,,,1,1,60,60,13513.5127,0,0,1,Reconnaissance,Service_Scan
113,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8873,2,120,RST,1526344333,208,8.40E-05,8.40E-05,0,,,8.40E-05,8.40E-05,8.40E-05,,,,,1,1,60,60,11904.76172,0,0,1,Reconnaissance,Service_Scan
114,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6565,2,120,RST,1526344333,209,7.30E-05,7.30E-05,0,,,7.30E-05,7.30E-05,7.30E-05,,,,,1,1,60,60,13698.62988,0,0,1,Reconnaissance,Service_Scan
115,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4000,2,120,RST,1526344333,210,7.30E-05,7.30E-05,0,,,7.30E-05,7.30E-05,7.30E-05,,,,,1,1,60,60,13698.62988,0,0,1,Reconnaissance,Service_Scan
116,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1051,2,120,RST,1526344333,211,7.60E-05,7.60E-05,0,,,7.60E-05,7.60E-05,7.60E-05,,,,,1,1,60,60,13157.89551,0,0,1,Reconnaissance,Service_Scan
117,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1112,2,120,RST,1526344333,212,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
118,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5500,2,120,RST,1526344333,213,7.50E-05,7.50E-05,0,,,7.50E-05,7.50E-05,7.50E-05,,,,,1,1,60,60,13333.33301,0,0,1,Reconnaissance,Service_Scan
119,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1108,2,120,RST,1526344333,214,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
120,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4662,2,120,RST,1526344333,215,9.40E-05,9.40E-05,0,,,9.40E-05,9.40E-05,9.40E-05,,,,,1,1,60,60,10638.29785,0,0,1,Reconnaissance,Service_Scan
121,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,711,2,120,RST,1526344333,216,8.70E-05,8.70E-05,0,,,8.70E-05,8.70E-05,8.70E-05,,,,,1,1,60,60,11494.25293,0,0,1,Reconnaissance,Service_Scan
122,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2557,2,120,RST,1526344333,217,8.10E-05,8.10E-05,0,,,8.10E-05,8.10E-05,8.10E-05,,,,,1,1,60,60,12345.67969,0,0,1,Reconnaissance,Service_Scan
123,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1947,2,120,RST,1526344333,218,8.00E-05,8.00E-05,0,,,8.00E-05,8.00E-05,8.00E-05,,,,,1,1,60,60,12500,0,0,1,Reconnaissance,Service_Scan
124,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3880,2,120,RST,1526344333,219,8.60E-05,8.60E-05,0,,,8.60E-05,8.60E-05,8.60E-05,,,,,1,1,60,60,11627.90723,0,0,1,Reconnaissance,Service_Scan
125,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1114,2,120,RST,1526344333,220,8.60E-05,8.60E-05,0,,,8.60E-05,8.60E-05,8.60E-05,,,,,1,1,60,60,11627.90723,0,0,1,Reconnaissance,Service_Scan
126,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,25734,2,120,RST,1526344333,221,8.60E-05,8.60E-05,0,,,8.60E-05,8.60E-05,8.60E-05,,,,,1,1,60,60,11627.90723,0,0,1,Reconnaissance,Service_Scan
127,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3211,2,120,RST,1526344333,222,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
128,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3827,2,120,RST,1526344333,223,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
129,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2042,2,120,RST,1526344333,224,0.000108,0.000108,0,,,0.000108,0.000108,0.000108,,,,,1,1,60,60,9259.258789,0,0,1,Reconnaissance,Service_Scan
130,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1840,2,120,RST,1526344333,225,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
131,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1050,2,120,RST,1526344333,226,6.70E-05,6.70E-05,0,,,6.70E-05,6.70E-05,6.70E-05,,,,,1,1,60,60,14925.37305,0,0,1,Reconnaissance,Service_Scan
132,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,16000,2,120,RST,1526344333,227,6.70E-05,6.70E-05,0,,,6.70E-05,6.70E-05,6.70E-05,,,,,1,1,60,60,14925.37305,0,0,1,Reconnaissance,Service_Scan
133,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,89,2,120,RST,1526344333,228,1.70E-05,1.70E-05,0,,,1.70E-05,1.70E-05,1.70E-05,,,,,1,1,60,60,58823.52734,0,0,1,Reconnaissance,Service_Scan
134,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5566,2,120,RST,1526344333,229,3.10E-05,3.10E-05,0,,,3.10E-05,3.10E-05,3.10E-05,,,,,1,1,60,60,32258.06445,0,0,1,Reconnaissance,Service_Scan
135,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3826,2,120,RST,1526344333,230,3.50E-05,3.50E-05,0,,,3.50E-05,3.50E-05,3.50E-05,,,,,1,1,60,60,28571.42773,0,0,1,Reconnaissance,Service_Scan
136,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5911,2,120,RST,1526344333,231,2.50E-05,2.50E-05,0,,,2.50E-05,2.50E-05,2.50E-05,,,,,1,1,60,60,40000,0,0,1,Reconnaissance,Service_Scan
137,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,55600,2,120,RST,1526344333,232,2.40E-05,2.40E-05,0,,,2.40E-05,2.40E-05,2.40E-05,,,,,1,1,60,60,41666.66406,0,0,1,Reconnaissance,Service_Scan
138,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,50800,2,120,RST,1526344333,233,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
139,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,11967,2,120,RST,1526344333,234,3.40E-05,3.40E-05,0,,,3.40E-05,3.40E-05,3.40E-05,,,,,1,1,60,60,29411.76367,0,0,1,Reconnaissance,Service_Scan
140,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7,2,120,RST,1526344333,235,3.30E-05,3.30E-05,0,,,3.30E-05,3.30E-05,3.30E-05,,,,,1,1,60,60,30303.0293,0,0,1,Reconnaissance,Service_Scan
141,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1521,2,120,RST,1526344333,236,3.90E-05,3.90E-05,0,,,3.90E-05,3.90E-05,3.90E-05,,,,,1,1,60,60,25641.02734,0,0,1,Reconnaissance,Service_Scan
142,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,30951,2,120,RST,1526344333,237,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
143,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,10616,2,120,RST,1526344333,238,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
144,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1301,2,120,RST,1526344333,239,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
145,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5902,2,120,RST,1526344333,240,8.50E-05,8.50E-05,0,,,8.50E-05,8.50E-05,8.50E-05,,,,,1,1,60,60,11764.70606,0,0,1,Reconnaissance,Service_Scan
146,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7435,2,120,RST,1526344333,241,8.50E-05,8.50E-05,0,,,8.50E-05,8.50E-05,8.50E-05,,,,,1,1,60,60,11764.70606,0,0,1,Reconnaissance,Service_Scan
147,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3128,2,120,RST,1526344333,242,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
148,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,722,2,120,RST,1526344333,243,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
149,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32780,2,120,RST,1526344333,244,5.20E-05,5.20E-05,0,,,5.20E-05,5.20E-05,5.20E-05,,,,,1,1,60,60,19230.76953,0,0,1,Reconnaissance,Service_Scan
150,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7103,2,120,RST,1526344333,245,3.90E-05,3.90E-05,0,,,3.90E-05,3.90E-05,3.90E-05,,,,,1,1,60,60,25641.02734,0,0,1,Reconnaissance,Service_Scan
151,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2045,2,120,RST,1526344333,246,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
152,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6901,2,120,RST,1526344333,247,5.80E-05,5.80E-05,0,,,5.80E-05,5.80E-05,5.80E-05,,,,,1,1,60,60,17241.37891,0,0,1,Reconnaissance,Service_Scan
153,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4567,2,120,RST,1526344333,248,5.30E-05,5.30E-05,0,,,5.30E-05,5.30E-05,5.30E-05,,,,,1,1,60,60,18867.92383,0,0,1,Reconnaissance,Service_Scan
154,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3551,2,120,RST,1526344333,249,3.10E-05,3.10E-05,0,,,3.10E-05,3.10E-05,3.10E-05,,,,,1,1,60,60,32258.06445,0,0,1,Reconnaissance,Service_Scan
155,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,524,2,120,RST,1526344333,250,4.00E-05,4.00E-05,0,,,4.00E-05,4.00E-05,4.00E-05,,,,,1,1,60,60,25000,0,0,1,Reconnaissance,Service_Scan
156,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1045,2,120,RST,1526344333,251,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
157,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2106,2,120,RST,1526344333,252,4.40E-05,4.40E-05,0,,,4.40E-05,4.40E-05,4.40E-05,,,,,1,1,60,60,22727.27344,0,0,1,Reconnaissance,Service_Scan
158,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,19315,2,120,RST,1526344333,253,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
159,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,48080,2,120,RST,1526344333,254,6.60E-05,6.60E-05,0,,,6.60E-05,6.60E-05,6.60E-05,,,,,1,1,60,60,15151.51465,0,0,1,Reconnaissance,Service_Scan
160,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1023,2,120,RST,1526344333,255,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
161,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,34573,2,120,RST,1526344333,256,7.20E-05,7.20E-05,0,,,7.20E-05,7.20E-05,7.20E-05,,,,,1,1,60,60,13888.88867,0,0,1,Reconnaissance,Service_Scan
162,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6792,2,120,RST,1526344333,257,6.40E-05,6.40E-05,0,,,6.40E-05,6.40E-05,6.40E-05,,,,,1,1,60,60,15625,0,0,1,Reconnaissance,Service_Scan
163,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,545,2,120,RST,1526344333,258,2.50E-05,2.50E-05,0,,,2.50E-05,2.50E-05,2.50E-05,,,,,1,1,60,60,40000,0,0,1,Reconnaissance,Service_Scan
164,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7002,2,120,RST,1526344333,259,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
165,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8291,2,120,RST,1526344333,260,8.20E-05,8.20E-05,0,,,8.20E-05,8.20E-05,8.20E-05,,,,,1,1,60,60,12195.12207,0,0,1,Reconnaissance,Service_Scan
166,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,81,2,120,RST,1526344333,261,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
167,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,464,2,120,RST,1526344333,262,2.30E-05,2.30E-05,0,,,2.30E-05,2.30E-05,2.30E-05,,,,,1,1,60,60,43478.26172,0,0,1,Reconnaissance,Service_Scan
168,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1443,2,120,RST,1526344333,263,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
169,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6669,2,120,RST,1526344333,264,4.20E-05,4.20E-05,0,,,4.20E-05,4.20E-05,4.20E-05,,,,,1,1,60,60,23809.52344,0,0,1,Reconnaissance,Service_Scan
170,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4004,2,120,RST,1526344333,265,4.20E-05,4.20E-05,0,,,4.20E-05,4.20E-05,4.20E-05,,,,,1,1,60,60,23809.52344,0,0,1,Reconnaissance,Service_Scan
171,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32776,2,120,RST,1526344333,266,7.60E-05,7.60E-05,0,,,7.60E-05,7.60E-05,7.60E-05,,,,,1,1,60,60,13157.89551,0,0,1,Reconnaissance,Service_Scan
172,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5000,2,120,RST,1526344333,267,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
173,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,61532,2,120,RST,1526344333,268,2.30E-05,2.30E-05,0,,,2.30E-05,2.30E-05,2.30E-05,,,,,1,1,60,60,43478.26172,0,0,1,Reconnaissance,Service_Scan
174,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4045,2,120,RST,1526344333,269,1.80E-05,1.80E-05,0,,,1.80E-05,1.80E-05,1.80E-05,,,,,1,1,60,60,55555.55469,0,0,1,Reconnaissance,Service_Scan
175,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1121,2,120,RST,1526344333,270,4.60E-05,4.60E-05,0,,,4.60E-05,4.60E-05,4.60E-05,,,,,1,1,60,60,21739.13086,0,0,1,Reconnaissance,Service_Scan
176,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2602,2,120,RST,1526344333,271,4.80E-05,4.80E-05,0,,,4.80E-05,4.80E-05,4.80E-05,,,,,1,1,60,60,20833.33203,0,0,1,Reconnaissance,Service_Scan
177,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,902,2,120,RST,1526344333,272,1.20E-05,1.20E-05,0,,,1.20E-05,1.20E-05,1.20E-05,,,,,1,1,60,60,83333.32813,0,0,1,Reconnaissance,Service_Scan
178,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2121,2,120,RST,1526344333,273,1.30E-05,1.30E-05,0,,,1.30E-05,1.30E-05,1.30E-05,,,,,1,1,60,60,76923.07813,0,0,1,Reconnaissance,Service_Scan
179,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1328,2,120,RST,1526344333,274,1.30E-05,1.30E-05,0,,,1.30E-05,1.30E-05,1.30E-05,,,,,1,1,60,60,76923.07813,0,0,1,Reconnaissance,Service_Scan
180,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5988,2,120,RST,1526344333,275,6.00E-06,6.00E-06,0,,,6.00E-06,6.00E-06,6.00E-06,,,,,1,1,60,60,166666.6563,0,0,1,Reconnaissance,Service_Scan
181,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,15660,2,120,RST,1526344333,276,3.40E-05,3.40E-05,0,,,3.40E-05,3.40E-05,3.40E-05,,,,,1,1,60,60,29411.76367,0,0,1,Reconnaissance,Service_Scan
182,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2401,2,120,RST,1526344333,277,3.30E-05,3.30E-05,0,,,3.30E-05,3.30E-05,3.30E-05,,,,,1,1,60,60,30303.0293,0,0,1,Reconnaissance,Service_Scan
183,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2366,2,120,RST,1526344333,278,1.50E-05,1.50E-05,0,,,1.50E-05,1.50E-05,1.50E-05,,,,,1,1,60,60,66666.67188,0,0,1,Reconnaissance,Service_Scan
184,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,12265,2,120,RST,1526344333,279,2.80E-05,2.80E-05,0,,,2.80E-05,2.80E-05,2.80E-05,,,,,1,1,60,60,35714.28516,0,0,1,Reconnaissance,Service_Scan
185,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8652,2,120,RST,1526344333,280,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
186,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4443,2,120,RST,1526344333,281,1.80E-05,1.80E-05,0,,,1.80E-05,1.80E-05,1.80E-05,,,,,1,1,60,60,55555.55469,0,0,1,Reconnaissance,Service_Scan
187,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9618,2,120,RST,1526344333,282,3.00E-05,3.00E-05,0,,,3.00E-05,3.00E-05,3.00E-05,,,,,1,1,60,60,33333.33594,0,0,1,Reconnaissance,Service_Scan
188,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1126,2,120,RST,1526344333,283,2.90E-05,2.90E-05,0,,,2.90E-05,2.90E-05,2.90E-05,,,,,1,1,60,60,34482.75781,0,0,1,Reconnaissance,Service_Scan
189,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1007,2,120,RST,1526344333,284,2.20E-05,2.20E-05,0,,,2.20E-05,2.20E-05,2.20E-05,,,,,1,1,60,60,45454.54688,0,0,1,Reconnaissance,Service_Scan
190,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1122,2,120,RST,1526344333,285,1.50E-05,1.50E-05,0,,,1.50E-05,1.50E-05,1.50E-05,,,,,1,1,60,60,66666.67188,0,0,1,Reconnaissance,Service_Scan
191,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1556,2,120,RST,1526344333,286,1.60E-05,1.60E-05,0,,,1.60E-05,1.60E-05,1.60E-05,,,,,1,1,60,60,62500,0,0,1,Reconnaissance,Service_Scan
192,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,211,2,120,RST,1526344333,287,3.30E-05,3.30E-05,0,,,3.30E-05,3.30E-05,3.30E-05,,,,,1,1,60,60,30303.0293,0,0,1,Reconnaissance,Service_Scan
193,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1594,2,120,RST,1526344333,288,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
194,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1123,2,120,RST,1526344333,289,4.10E-05,4.10E-05,0,,,4.10E-05,4.10E-05,4.10E-05,,,,,1,1,60,60,24390.24414,0,0,1,Reconnaissance,Service_Scan
195,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,16018,2,120,RST,1526344333,290,3.70E-05,3.70E-05,0,,,3.70E-05,3.70E-05,3.70E-05,,,,,1,1,60,60,27027.02539,0,0,1,Reconnaissance,Service_Scan
196,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1218,2,120,RST,1526344333,291,2.70E-05,2.70E-05,0,,,2.70E-05,2.70E-05,2.70E-05,,,,,1,1,60,60,37037.03516,0,0,1,Reconnaissance,Service_Scan
197,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5987,2,120,RST,1526344333,292,9.10E-05,9.10E-05,0,,,9.10E-05,9.10E-05,9.10E-05,,,,,1,1,60,60,10989.01074,0,0,1,Reconnaissance,Service_Scan
198,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,10628,2,120,RST,1526344333,293,9.10E-05,9.10E-05,0,,,9.10E-05,9.10E-05,9.10E-05,,,,,1,1,60,60,10989.01074,0,0,1,Reconnaissance,Service_Scan
199,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3905,2,120,RST,1526344333,294,0.000115,0.000115,0,,,0.000115,0.000115,0.000115,,,,,1,1,60,60,8695.652344,0,0,1,Reconnaissance,Service_Scan
200,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1500,2,120,RST,1526344333,295,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
201,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8800,2,120,RST,1526344333,296,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
202,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,37,2,120,RST,1526344333,297,8.80E-05,8.80E-05,0,,,8.80E-05,8.80E-05,8.80E-05,,,,,1,1,60,60,11363.63672,0,0,1,Reconnaissance,Service_Scan
203,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2604,2,120,RST,1526344333,298,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
204,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1309,2,120,RST,1526344333,299,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
205,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49176,2,120,RST,1526344333,300,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
206,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,18101,2,120,RST,1526344333,301,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
207,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1052,2,120,RST,1526344333,302,7.80E-05,7.80E-05,0,,,7.80E-05,7.80E-05,7.80E-05,,,,,1,1,60,60,12820.51367,0,0,1,Reconnaissance,Service_Scan
208,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,20221,2,120,RST,1526344333,303,5.80E-05,5.80E-05,0,,,5.80E-05,5.80E-05,5.80E-05,,,,,1,1,60,60,17241.37891,0,0,1,Reconnaissance,Service_Scan
209,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1093,2,120,RST,1526344333,304,5.80E-05,5.80E-05,0,,,5.80E-05,5.80E-05,5.80E-05,,,,,1,1,60,60,17241.37891,0,0,1,Reconnaissance,Service_Scan
210,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4005,2,120,RST,1526344333,305,5.80E-05,5.80E-05,0,,,5.80E-05,5.80E-05,5.80E-05,,,,,1,1,60,60,17241.37891,0,0,1,Reconnaissance,Service_Scan
211,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1151,2,120,RST,1526344333,306,0.000152,0.000152,0,,,0.000152,0.000152,0.000152,,,,,1,1,60,60,6578.947754,0,0,1,Reconnaissance,Service_Scan
212,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6156,2,120,RST,1526344333,307,0.000155,0.000155,0,,,0.000155,0.000155,0.000155,,,,,1,1,60,60,6451.612793,0,0,1,Reconnaissance,Service_Scan
213,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2065,2,120,RST,1526344333,308,0.000152,0.000152,0,,,0.000152,0.000152,0.000152,,,,,1,1,60,60,6578.947754,0,0,1,Reconnaissance,Service_Scan
214,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1049,2,120,RST,1526344333,309,3.90E-05,3.90E-05,0,,,3.90E-05,3.90E-05,3.90E-05,,,,,1,1,60,60,25641.02734,0,0,1,Reconnaissance,Service_Scan
215,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32774,2,120,RST,1526344333,310,6.10E-05,6.10E-05,0,,,6.10E-05,6.10E-05,6.10E-05,,,,,1,1,60,60,16393.44336,0,0,1,Reconnaissance,Service_Scan
216,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7443,2,120,RST,1526344333,311,6.40E-05,6.40E-05,0,,,6.40E-05,6.40E-05,6.40E-05,,,,,1,1,60,60,15625,0,0,1,Reconnaissance,Service_Scan
217,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1113,2,120,RST,1526344333,312,6.00E-05,6.00E-05,0,,,6.00E-05,6.00E-05,6.00E-05,,,,,1,1,60,60,16666.66797,0,0,1,Reconnaissance,Service_Scan
218,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8008,2,120,RST,1526344333,313,6.40E-05,6.40E-05,0,,,6.40E-05,6.40E-05,6.40E-05,,,,,1,1,60,60,15625,0,0,1,Reconnaissance,Service_Scan
219,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1030,2,120,RST,1526344333,314,0.00014,0.00014,0,,,0.00014,0.00014,0.00014,,,,,1,1,60,60,7142.856934,0,0,1,Reconnaissance,Service_Scan
220,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5963,2,120,RST,1526344333,315,0.000143,0.000143,0,,,0.000143,0.000143,0.000143,,,,,1,1,60,60,6993.007324,0,0,1,Reconnaissance,Service_Scan
